series,tte_window,dist_bps_max,min_edge,price_window,max_spread_cents,min_volume,side_mode,exit_mode,stop_loss_cents,take_profit_cents,time_exit_minutes_before_expiry,trade_count,win_rate,avg_win_cents,avg_loss_cents,total_pnl_cents,sharpe_like,max_consecutive_losses,avg_hold_minutes,yes_trade_count,no_trade_count
KXBTCD,30-45,200.0,0.05,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,13.0,-44.0,346.0,0.960933,1,6.07,0,31
KXBTCD,30-45,200.0,0.05,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,13.0,-44.0,346.0,0.960933,1,6.07,0,31
KXBTCD,30-45,350.0,0.05,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,13.0,-44.0,346.0,0.960933,1,6.07,0,31
KXBTCD,30-45,350.0,0.05,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,13.0,-44.0,346.0,0.960933,1,6.07,0,31
KXBTCD,30-45,500.0,0.05,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,13.0,-44.0,346.0,0.960933,1,6.07,0,31
KXBTCD,30-45,500.0,0.05,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,13.0,-44.0,346.0,0.960933,1,6.07,0,31
KXBTCD,30-45,200.0,0.02,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,12.9667,-44.0,345.0,0.95755,1,6.0006,0,31
KXBTCD,30-45,200.0,0.02,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,12.9667,-44.0,345.0,0.95755,1,6.0006,0,31
KXBTCD,30-45,350.0,0.02,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,12.9667,-44.0,345.0,0.95755,1,6.0006,0,31
KXBTCD,30-45,350.0,0.02,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,12.9667,-44.0,345.0,0.95755,1,6.0006,0,31
KXBTCD,30-45,500.0,0.02,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,12.9667,-44.0,345.0,0.95755,1,6.0006,0,31
KXBTCD,30-45,500.0,0.02,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,12.9667,-44.0,345.0,0.95755,1,6.0006,0,31
KXBTCD,30-45,200.0,0.08,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,12.8667,-44.0,342.0,0.950646,1,6.0419,0,31
KXBTCD,30-45,200.0,0.08,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,12.8667,-44.0,342.0,0.950646,1,6.0419,0,31
KXBTCD,30-45,350.0,0.08,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,12.8667,-44.0,342.0,0.950646,1,6.0419,0,31
KXBTCD,30-45,350.0,0.08,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,12.8667,-44.0,342.0,0.950646,1,6.0419,0,31
KXBTCD,30-45,500.0,0.08,40-60,4,0,no_only,take_profit,,8.0,,31,96.77,12.8667,-44.0,342.0,0.950646,1,6.0419,0,31
KXBTCD,30-45,500.0,0.08,40-60,8,0,no_only,take_profit,,8.0,,31,96.77,12.8667,-44.0,342.0,0.950646,1,6.0419,0,31
KXBTCD,20-30,200.0,0.02,40-60,4,0,best_edge,stop_take_profit,10.0,8.0,,42,76.19,13.0312,-10.5,312.0,0.640011,4,1.6833,25,17
KXBTCD,20-30,200.0,0.05,40-60,4,0,best_edge,stop_take_profit,10.0,8.0,,42,76.19,13.0312,-10.5,312.0,0.640011,4,1.6809,25,17
